index,wav_path,text,model,language
33,/home/hg23463/images-that-sound/data/raw_audio_50/000033.wav,beautiful city maintain someone,tts_models/en/ljspeech/tacotron2-DDC,en
34,/home/hg23463/images-that-sound/data/raw_audio_50/000034.wav,beat structure visit want,tts_models/en/ljspeech/tacotron2-DDC,en
35,/home/hg23463/images-that-sound/data/raw_audio_50/000035.wav,by house special threat,tts_models/en/ljspeech/tacotron2-DDC,en
36,/home/hg23463/images-that-sound/data/raw_audio_50/000036.wav,I past rock seem,tts_models/en/ljspeech/tacotron2-DDC,en
37,/home/hg23463/images-that-sound/data/raw_audio_50/000037.wav,computer space specific top,tts_models/en/ljspeech/tacotron2-DDC,en
38,/home/hg23463/images-that-sound/data/raw_audio_50/000038.wav,industry interesting prevent subject,tts_models/en/ljspeech/tacotron2-DDC,en
39,/home/hg23463/images-that-sound/data/raw_audio_50/000039.wav,fund really song want,tts_models/en/ljspeech/tacotron2-DDC,en
40,/home/hg23463/images-that-sound/data/raw_audio_50/000040.wav,allow his national yourself,tts_models/en/ljspeech/tacotron2-DDC,en
41,/home/hg23463/images-that-sound/data/raw_audio_50/000041.wav,art establish himself watch,tts_models/en/ljspeech/tacotron2-DDC,en
42,/home/hg23463/images-that-sound/data/raw_audio_50/000042.wav,Republican all do force,tts_models/en/ljspeech/tacotron2-DDC,en
43,/home/hg23463/images-that-sound/data/raw_audio_50/000043.wav,fear help nice traditional,tts_models/en/ljspeech/tacotron2-DDC,en
44,/home/hg23463/images-that-sound/data/raw_audio_50/000044.wav,box course current window,tts_models/en/ljspeech/tacotron2-DDC,en
45,/home/hg23463/images-that-sound/data/raw_audio_50/000045.wav,out sure technology them,tts_models/en/ljspeech/tacotron2-DDC,en
46,/home/hg23463/images-that-sound/data/raw_audio_50/000046.wav,TV age poor these,tts_models/en/ljspeech/tacotron2-DDC,en
47,/home/hg23463/images-that-sound/data/raw_audio_50/000047.wav,card end product wind,tts_models/en/ljspeech/tacotron2-DDC,en
48,/home/hg23463/images-that-sound/data/raw_audio_50/000048.wav,death guess interesting protect,tts_models/en/ljspeech/tacotron2-DDC,en
49,/home/hg23463/images-that-sound/data/raw_audio_50/000049.wav,Congress begin six walk,tts_models/en/ljspeech/tacotron2-DDC,en
50,/home/hg23463/images-that-sound/data/raw_audio_50/000050.wav,alone off production weight,tts_models/en/ljspeech/tacotron2-DDC,en
1,/home/hg23463/images-that-sound/data/raw_audio_50/000001.wav,agree boy face fund method pressure prevent short time,tts_models/en/ljspeech/tacotron2-DDC,en
1,/home/hg23463/images-that-sound/data/raw_audio_50/000001.wav,another bring capital follow marriage music pick provide shot,tts_models/en/ljspeech/tacotron2-DDC,en
2,/home/hg23463/images-that-sound/data/raw_audio_50/000002.wav,break fine floor meet mind music need throw win,tts_models/en/ljspeech/tacotron2-DDC,en
3,/home/hg23463/images-that-sound/data/raw_audio_50/000003.wav,beautiful card drop politics rule structure study subject throughout,tts_models/en/ljspeech/tacotron2-DDC,en
4,/home/hg23463/images-that-sound/data/raw_audio_50/000004.wav,analysis despite interview nor our public team trouble with,tts_models/en/ljspeech/tacotron2-DDC,en
5,/home/hg23463/images-that-sound/data/raw_audio_50/000005.wav,else enough hotel information let part still tell violence,tts_models/en/ljspeech/tacotron2-DDC,en
6,/home/hg23463/images-that-sound/data/raw_audio_50/000006.wav,few for large morning population responsibility shoot thing up,tts_models/en/ljspeech/tacotron2-DDC,en
7,/home/hg23463/images-that-sound/data/raw_audio_50/000007.wav,agency happen newspaper out picture sing until wind yet,tts_models/en/ljspeech/tacotron2-DDC,en
8,/home/hg23463/images-that-sound/data/raw_audio_50/000008.wav,actually central despite piece probably remember shake store wife,tts_models/en/ljspeech/tacotron2-DDC,en
9,/home/hg23463/images-that-sound/data/raw_audio_50/000009.wav,anything career church cup page real send with yard,tts_models/en/ljspeech/tacotron2-DDC,en
10,/home/hg23463/images-that-sound/data/raw_audio_50/000010.wav,able develop down effort exactly fight move read top,tts_models/en/ljspeech/tacotron2-DDC,en
11,/home/hg23463/images-that-sound/data/raw_audio_50/000011.wav,ability budget early kind more occur onto range various,tts_models/en/ljspeech/tacotron2-DDC,en
12,/home/hg23463/images-that-sound/data/raw_audio_50/000012.wav,any area great late long love real some voice,tts_models/en/ljspeech/tacotron2-DDC,en
13,/home/hg23463/images-that-sound/data/raw_audio_50/000013.wav,actually forget love myself now to under water win,tts_models/en/ljspeech/tacotron2-DDC,en
14,/home/hg23463/images-that-sound/data/raw_audio_50/000014.wav,against class employee ever forget send serious trade traditional,tts_models/en/ljspeech/tacotron2-DDC,en
15,/home/hg23463/images-that-sound/data/raw_audio_50/000015.wav,adult baby enjoy executive necessary none short single violence,tts_models/en/ljspeech/tacotron2-DDC,en
16,/home/hg23463/images-that-sound/data/raw_audio_50/000016.wav,bag measure notice others own shoulder stand stock town,tts_models/en/ljspeech/tacotron2-DDC,en
17,/home/hg23463/images-that-sound/data/raw_audio_50/000017.wav,budget citizen death eye him leader present teach water,tts_models/en/ljspeech/tacotron2-DDC,en
18,/home/hg23463/images-that-sound/data/raw_audio_50/000018.wav,ahead base behavior close foreign human marriage south suggest,tts_models/en/ljspeech/tacotron2-DDC,en
19,/home/hg23463/images-that-sound/data/raw_audio_50/000019.wav,before decade every foreign main majority surface task treatment,tts_models/en/ljspeech/tacotron2-DDC,en
20,/home/hg23463/images-that-sound/data/raw_audio_50/000020.wav,I disease free performance read religious require shoot weapon,tts_models/en/ljspeech/tacotron2-DDC,en
21,/home/hg23463/images-that-sound/data/raw_audio_50/000021.wav,TV back food land operation should they trade you,tts_models/en/ljspeech/tacotron2-DDC,en
22,/home/hg23463/images-that-sound/data/raw_audio_50/000022.wav,edge environmental fight imagine member present reveal to voice,tts_models/en/ljspeech/tacotron2-DDC,en
23,/home/hg23463/images-that-sound/data/raw_audio_50/000023.wav,above company deal difficult here lose modern teach wife,tts_models/en/ljspeech/tacotron2-DDC,en
24,/home/hg23463/images-that-sound/data/raw_audio_50/000024.wav,animal dinner form glass increase picture power simply structure,tts_models/en/ljspeech/tacotron2-DDC,en
25,/home/hg23463/images-that-sound/data/raw_audio_50/000025.wav,also but mission poor side themselves want which whom,tts_models/en/ljspeech/tacotron2-DDC,en
26,/home/hg23463/images-that-sound/data/raw_audio_50/000026.wav,artist baby future hope leader right simple special war,tts_models/en/ljspeech/tacotron2-DDC,en
27,/home/hg23463/images-that-sound/data/raw_audio_50/000027.wav,art likely opportunity owner single star try who writer,tts_models/en/ljspeech/tacotron2-DDC,en
28,/home/hg23463/images-that-sound/data/raw_audio_50/000028.wav,ask bad color director just remain seem success watch,tts_models/en/ljspeech/tacotron2-DDC,en
29,/home/hg23463/images-that-sound/data/raw_audio_50/000029.wav,beat consumer draw enter environment not rock seat since,tts_models/en/ljspeech/tacotron2-DDC,en
30,/home/hg23463/images-that-sound/data/raw_audio_50/000030.wav,card culture effort majority pain people practice wish within,tts_models/en/ljspeech/tacotron2-DDC,en
31,/home/hg23463/images-that-sound/data/raw_audio_50/000031.wav,according begin crime key nearly past picture system war,tts_models/en/ljspeech/tacotron2-DDC,en
32,/home/hg23463/images-that-sound/data/raw_audio_50/000032.wav,conference far herself hundred into list none rule size,tts_models/en/ljspeech/tacotron2-DDC,en
33,/home/hg23463/images-that-sound/data/raw_audio_50/000033.wav,center economic field finger operation partner relationship somebody under,tts_models/en/ljspeech/tacotron2-DDC,en
34,/home/hg23463/images-that-sound/data/raw_audio_50/000034.wav,happen hit leg matter period quite thank together tough,tts_models/en/ljspeech/tacotron2-DDC,en
35,/home/hg23463/images-that-sound/data/raw_audio_50/000035.wav,discover father house pretty remain space state there weapon,tts_models/en/ljspeech/tacotron2-DDC,en
36,/home/hg23463/images-that-sound/data/raw_audio_50/000036.wav,check court employee enter institution little maybe stop three,tts_models/en/ljspeech/tacotron2-DDC,en
37,/home/hg23463/images-that-sound/data/raw_audio_50/000037.wav,government gun head high near off skill table victim,tts_models/en/ljspeech/tacotron2-DDC,en
38,/home/hg23463/images-that-sound/data/raw_audio_50/000038.wav,check himself military month number one past seven training,tts_models/en/ljspeech/tacotron2-DDC,en
39,/home/hg23463/images-that-sound/data/raw_audio_50/000039.wav,according agreement because fire human hundred race surface tree,tts_models/en/ljspeech/tacotron2-DDC,en
40,/home/hg23463/images-that-sound/data/raw_audio_50/000040.wav,Congress approach attorney deal difference letter officer thought treatment,tts_models/en/ljspeech/tacotron2-DDC,en
41,/home/hg23463/images-that-sound/data/raw_audio_50/000041.wav,agreement health management most night north point ten whole,tts_models/en/ljspeech/tacotron2-DDC,en
42,/home/hg23463/images-that-sound/data/raw_audio_50/000042.wav,consumer create environmental laugh nature opportunity option physical sport,tts_models/en/ljspeech/tacotron2-DDC,en
43,/home/hg23463/images-that-sound/data/raw_audio_50/000043.wav,adult avoid five garden lose official particularly south stop,tts_models/en/ljspeech/tacotron2-DDC,en
44,/home/hg23463/images-that-sound/data/raw_audio_50/000044.wav,continue die federal image involve lay thus up word,tts_models/en/ljspeech/tacotron2-DDC,en
45,/home/hg23463/images-that-sound/data/raw_audio_50/000045.wav,around couple foot former leader likely room tough yourself,tts_models/en/ljspeech/tacotron2-DDC,en
46,/home/hg23463/images-that-sound/data/raw_audio_50/000046.wav,Mr actually before candidate far sense thought trial true,tts_models/en/ljspeech/tacotron2-DDC,en
47,/home/hg23463/images-that-sound/data/raw_audio_50/000047.wav,away come interest number on policy throw under without,tts_models/en/ljspeech/tacotron2-DDC,en
48,/home/hg23463/images-that-sound/data/raw_audio_50/000048.wav,feeling key national possible range them trial view would,tts_models/en/ljspeech/tacotron2-DDC,en
49,/home/hg23463/images-that-sound/data/raw_audio_50/000049.wav,deal hour house personal sexual similar staff total while,tts_models/en/ljspeech/tacotron2-DDC,en
50,/home/hg23463/images-that-sound/data/raw_audio_50/000050.wav,another article body car chance know more shot themselves,tts_models/en/ljspeech/tacotron2-DDC,en
1,/home/hg23463/images-that-sound/data/raw_audio_50/000001.wav,appear article car compare direction national nearly notice this,tts_models/en/ljspeech/tacotron2-DDC,en
2,/home/hg23463/images-that-sound/data/raw_audio_50/000002.wav,author because beyond body computer either food girl man,tts_models/en/ljspeech/tacotron2-DDC,en
3,/home/hg23463/images-that-sound/data/raw_audio_50/000003.wav,address alone international least probably rate sex too with,tts_models/en/ljspeech/tacotron2-DDC,en
4,/home/hg23463/images-that-sound/data/raw_audio_50/000004.wav,beat director ok opportunity pay push small task young,tts_models/en/ljspeech/tacotron2-DDC,en
5,/home/hg23463/images-that-sound/data/raw_audio_50/000005.wav,against current eat money really structure tough traditional two,tts_models/en/ljspeech/tacotron2-DDC,en
6,/home/hg23463/images-that-sound/data/raw_audio_50/000006.wav,concern consumer give ground hope order price style wide,tts_models/en/ljspeech/tacotron2-DDC,en
7,/home/hg23463/images-that-sound/data/raw_audio_50/000007.wav,art focus must our pretty process scientist teach violence,tts_models/en/ljspeech/tacotron2-DDC,en
8,/home/hg23463/images-that-sound/data/raw_audio_50/000008.wav,address agency baby compare determine executive often purpose something,tts_models/en/ljspeech/tacotron2-DDC,en
9,/home/hg23463/images-that-sound/data/raw_audio_50/000009.wav,certain close employee force general loss more way your,tts_models/en/ljspeech/tacotron2-DDC,en
10,/home/hg23463/images-that-sound/data/raw_audio_50/000010.wav,card condition hour individual out scene sex try week,tts_models/en/ljspeech/tacotron2-DDC,en
11,/home/hg23463/images-that-sound/data/raw_audio_50/000011.wav,although analysis cold fire military nothing page skill someone,tts_models/en/ljspeech/tacotron2-DDC,en
12,/home/hg23463/images-that-sound/data/raw_audio_50/000012.wav,car doctor find health leader lose son to various,tts_models/en/ljspeech/tacotron2-DDC,en
13,/home/hg23463/images-that-sound/data/raw_audio_50/000013.wav,Congress democratic many more plan purpose return step vote,tts_models/en/ljspeech/tacotron2-DDC,en
14,/home/hg23463/images-that-sound/data/raw_audio_50/000014.wav,actually again ahead create die large learn past thing,tts_models/en/ljspeech/tacotron2-DDC,en
15,/home/hg23463/images-that-sound/data/raw_audio_50/000015.wav,campaign capital college control few imagine professor risk thousand,tts_models/en/ljspeech/tacotron2-DDC,en
16,/home/hg23463/images-that-sound/data/raw_audio_50/000016.wav,able answer call consumer leader light per society tree,tts_models/en/ljspeech/tacotron2-DDC,en
17,/home/hg23463/images-that-sound/data/raw_audio_50/000017.wav,detail fear lead listen nothing scene staff stop week,tts_models/en/ljspeech/tacotron2-DDC,en
18,/home/hg23463/images-that-sound/data/raw_audio_50/000018.wav,actually affect amount employee hear kitchen message significant yourself,tts_models/en/ljspeech/tacotron2-DDC,en
19,/home/hg23463/images-that-sound/data/raw_audio_50/000019.wav,PM adult catch develop energy especially forward particular remain,tts_models/en/ljspeech/tacotron2-DDC,en
20,/home/hg23463/images-that-sound/data/raw_audio_50/000020.wav,ask cup drive either history marriage party range sexual,tts_models/en/ljspeech/tacotron2-DDC,en
21,/home/hg23463/images-that-sound/data/raw_audio_50/000021.wav,amount apply bar fill kitchen news sexual story term,tts_models/en/ljspeech/tacotron2-DDC,en
22,/home/hg23463/images-that-sound/data/raw_audio_50/000022.wav,almost enter fire moment reveal southern station these throughout,tts_models/en/ljspeech/tacotron2-DDC,en
23,/home/hg23463/images-that-sound/data/raw_audio_50/000023.wav,call front indeed just material need note position scene,tts_models/en/ljspeech/tacotron2-DDC,en
24,/home/hg23463/images-that-sound/data/raw_audio_50/000024.wav,but free hair mother on once race trade treat,tts_models/en/ljspeech/tacotron2-DDC,en
25,/home/hg23463/images-that-sound/data/raw_audio_50/000025.wav,commercial defense memory method performance special their western whose,tts_models/en/ljspeech/tacotron2-DDC,en
26,/home/hg23463/images-that-sound/data/raw_audio_50/000026.wav,baby candidate college contain help price source summer various,tts_models/en/ljspeech/tacotron2-DDC,en
27,/home/hg23463/images-that-sound/data/raw_audio_50/000027.wav,available big choose cultural die nearly science soon training,tts_models/en/ljspeech/tacotron2-DDC,en
28,/home/hg23463/images-that-sound/data/raw_audio_50/000028.wav,billion church dinner hospital management physical sexual strategy wait,tts_models/en/ljspeech/tacotron2-DDC,en
29,/home/hg23463/images-that-sound/data/raw_audio_50/000029.wav,brother fine general grow happen movie near part thus,tts_models/en/ljspeech/tacotron2-DDC,en
30,/home/hg23463/images-that-sound/data/raw_audio_50/000030.wav,case despite follow head member patient ready response some,tts_models/en/ljspeech/tacotron2-DDC,en
31,/home/hg23463/images-that-sound/data/raw_audio_50/000031.wav,check event fact future item leg summer them why,tts_models/en/ljspeech/tacotron2-DDC,en
32,/home/hg23463/images-that-sound/data/raw_audio_50/000032.wav,also hospital job medical professional quite spring success trial,tts_models/en/ljspeech/tacotron2-DDC,en
33,/home/hg23463/images-that-sound/data/raw_audio_50/000033.wav,already country daughter garden lot probably reality strategy total,tts_models/en/ljspeech/tacotron2-DDC,en
34,/home/hg23463/images-that-sound/data/raw_audio_50/000034.wav,benefit can cause finish free girl mother prevent recognize,tts_models/en/ljspeech/tacotron2-DDC,en
35,/home/hg23463/images-that-sound/data/raw_audio_50/000035.wav,audience born friend get meeting political push reduce smile,tts_models/en/ljspeech/tacotron2-DDC,en
36,/home/hg23463/images-that-sound/data/raw_audio_50/000036.wav,different fact four president stay until very wait worry,tts_models/en/ljspeech/tacotron2-DDC,en
37,/home/hg23463/images-that-sound/data/raw_audio_50/000037.wav,audience billion detail mean member national shoot side traditional,tts_models/en/ljspeech/tacotron2-DDC,en
38,/home/hg23463/images-that-sound/data/raw_audio_50/000038.wav,agency also building game generation hand season society worry,tts_models/en/ljspeech/tacotron2-DDC,en
39,/home/hg23463/images-that-sound/data/raw_audio_50/000039.wav,capital eye form include institution play research simply strong,tts_models/en/ljspeech/tacotron2-DDC,en
40,/home/hg23463/images-that-sound/data/raw_audio_50/000040.wav,another day easy find off officer pay prove response,tts_models/en/ljspeech/tacotron2-DDC,en
41,/home/hg23463/images-that-sound/data/raw_audio_50/000041.wav,early economy many red similar suggest up work yard,tts_models/en/ljspeech/tacotron2-DDC,en
42,/home/hg23463/images-that-sound/data/raw_audio_50/000042.wav,American agreement can clearly day fire go require stop,tts_models/en/ljspeech/tacotron2-DDC,en
43,/home/hg23463/images-that-sound/data/raw_audio_50/000043.wav,already arm daughter debate measure once reach window you,tts_models/en/ljspeech/tacotron2-DDC,en
44,/home/hg23463/images-that-sound/data/raw_audio_50/000044.wav,fast ground legal method particularly these we window world,tts_models/en/ljspeech/tacotron2-DDC,en
45,/home/hg23463/images-that-sound/data/raw_audio_50/000045.wav,card hour kind man material measure number receive see,tts_models/en/ljspeech/tacotron2-DDC,en
46,/home/hg23463/images-that-sound/data/raw_audio_50/000046.wav,answer bad board factor money program reduce term various,tts_models/en/ljspeech/tacotron2-DDC,en
47,/home/hg23463/images-that-sound/data/raw_audio_50/000047.wav,begin couple education meet put result successful table tend,tts_models/en/ljspeech/tacotron2-DDC,en
48,/home/hg23463/images-that-sound/data/raw_audio_50/000048.wav,benefit care college each have last manager project think,tts_models/en/ljspeech/tacotron2-DDC,en
49,/home/hg23463/images-that-sound/data/raw_audio_50/000049.wav,among and group husband purpose real rest soldier suddenly,tts_models/en/ljspeech/tacotron2-DDC,en
50,/home/hg23463/images-that-sound/data/raw_audio_50/000050.wav,but career fear history know rest standard through visit,tts_models/en/ljspeech/tacotron2-DDC,en
